"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200112","2001M12","Euro","3.373"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200201","2002M01","Euro","3.412"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200202","2002M02","Euro","3.425"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200203","2002M03","Euro","3.506"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200204","2002M04","Euro","3.557"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200205","2002M05","Euro","3.571"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200206","2002M06","Euro","3.581"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200207","2002M07","Euro","3.586"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200208","2002M08","Euro","3.592"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200209","2002M09","Euro","3.596"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200210","2002M10","Euro","3.595"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200211","2002M11","Euro","3.596"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200212","2002M12","Euro","3.619"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200301","2003M01","Euro","3.661"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200302","2003M02","Euro","3.667"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200303","2003M03","Euro","3.707"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200304","2003M04","Euro","3.745"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200305","2003M05","Euro","3.766"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200306","2003M06","Euro","3.77"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200307","2003M07","Euro","3.788"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200308","2003M08","Euro","3.789"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200309","2003M09","Euro","3.796"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200310","2003M10","Euro","3.789"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200311","2003M11","Euro","3.791"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200312","2003M12","Euro","3.807"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200401","2004M01","Euro","3.811"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200402","2004M02","Euro","3.812"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200403","2004M03","Euro","3.813"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200404","2004M04","Euro","3.816"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200405","2004M05","Euro","3.818"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200406","2004M06","Euro","3.836"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200407","2004M07","Euro","3.907"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200408","2004M08","Euro","3.927"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200409","2004M09","Euro","3.91"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200410","2004M10","Euro","3.912"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200411","2004M11","Euro","3.911"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200412","2004M12","Euro","3.913"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200501","2005M01","Euro","3.919"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200502","2005M02","Euro","3.907"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200503","2005M03","Euro","3.911"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200504","2005M04","Euro","3.912"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200505","2005M05","Euro","3.914"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200506","2005M06","Euro","3.938"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200507","2005M07","Euro","3.975"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200508","2005M08","Euro","3.981"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200509","2005M09","Euro","3.982"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200510","2005M10","Euro","3.985"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200511","2005M11","Euro","3.983"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200512","2005M12","Euro","3.982"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200601","2006M01","Euro","3.995"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200602","2006M02","Euro","3.994"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200603","2006M03","Euro","4.009"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200604","2006M04","Euro","4.009"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200605","2006M05","Euro","4.04"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200606","2006M06","Euro","4.1"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200607","2006M07","Euro","4.112"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200608","2006M08","Euro","4.117"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200609","2006M09","Euro","4.12"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200610","2006M10","Euro","4.122"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200611","2006M11","Euro","4.127"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200612","2006M12","Euro","4.099"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200701","2007M01","Euro","4.104"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200702","2007M02","Euro","4.112"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200703","2007M03","Euro","4.165"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200704","2007M04","Euro","4.205"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200705","2007M05","Euro","4.217"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200706","2007M06","Euro","4.229"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200707","2007M07","Euro","4.237"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200708","2007M08","Euro","4.244"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200709","2007M09","Euro","4.245"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200710","2007M10","Euro","4.25"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200711","2007M11","Euro","4.256"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200712","2007M12","Euro","4.26"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200801","2008M01","Euro","4.261"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200802","2008M02","Euro","4.265"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200803","2008M03","Euro","4.331"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200804","2008M04","Euro","4.365"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200805","2008M05","Euro","4.387"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200806","2008M06","Euro","4.392"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200807","2008M07","Euro","4.395"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200808","2008M08","Euro","4.401"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200809","2008M09","Euro","4.402"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200810","2008M10","Euro","4.457"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200811","2008M11","Euro","4.497"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200812","2008M12","Euro","4.504"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200901","2009M01","Euro","4.507"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200902","2009M02","Euro","4.508"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200903","2009M03","Euro","4.509"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200904","2009M04","Euro","4.507"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200905","2009M05","Euro","4.504"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200906","2009M06","Euro","4.508"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200907","2009M07","Euro","4.502"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200908","2009M08","Euro","4.491"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200909","2009M09","Euro","4.495"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200910","2009M10","Euro","4.503"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200911","2009M11","Euro","4.501"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","200912","2009M12","Euro","4.477"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201001","2010M01","Euro","4.348"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201002","2010M02","Euro","4.352"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201003","2010M03","Euro","4.349"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201004","2010M04","Euro","4.356"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201005","2010M05","Euro","4.356"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201006","2010M06","Euro","4.359"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201007","2010M07","Euro","4.356"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201008","2010M08","Euro","4.358"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201009","2010M09","Euro","4.353"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201010","2010M10","Euro","4.351"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201011","2010M11","Euro","4.347"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201012","2010M12","Euro","4.361"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201101","2011M01","Euro","4.36"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201102","2011M02","Euro","4.347"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201103","2011M03","Euro","4.348"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201104","2011M04","Euro","4.343"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201105","2011M05","Euro","4.342"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201106","2011M06","Euro","4.337"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201107","2011M07","Euro","4.329"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201108","2011M08","Euro","4.33"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201109","2011M09","Euro","4.337"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201110","2011M10","Euro","4.333"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201111","2011M11","Euro","4.334"
"CPM04","National Average  Price","11970","Lager - draught lounge (1 pint)","201112","2011M12","Euro","4.208"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200112","2001M12","Euro","3.407"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200201","2002M01","Euro","3.45"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200202","2002M02","Euro","3.469"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200203","2002M03","Euro","3.549"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200204","2002M04","Euro","3.597"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200205","2002M05","Euro","3.616"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200206","2002M06","Euro","3.629"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200207","2002M07","Euro","3.624"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200208","2002M08","Euro","3.627"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200209","2002M09","Euro","3.636"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200210","2002M10","Euro","3.634"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200211","2002M11","Euro","3.644"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200212","2002M12","Euro","3.665"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200301","2003M01","Euro","3.716"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200302","2003M02","Euro","3.727"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200303","2003M03","Euro","3.761"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200304","2003M04","Euro","3.791"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200305","2003M05","Euro","3.798"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200306","2003M06","Euro","3.804"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200307","2003M07","Euro","3.832"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200308","2003M08","Euro","3.84"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200309","2003M09","Euro","3.837"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200310","2003M10","Euro","3.826"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200311","2003M11","Euro","3.83"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200312","2003M12","Euro","3.851"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200401","2004M01","Euro","3.855"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200402","2004M02","Euro","3.857"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200403","2004M03","Euro","3.85"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200404","2004M04","Euro","3.854"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200405","2004M05","Euro","3.858"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200406","2004M06","Euro","3.888"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200407","2004M07","Euro","3.929"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200408","2004M08","Euro","3.933"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200409","2004M09","Euro","3.935"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200410","2004M10","Euro","3.934"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200411","2004M11","Euro","3.926"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200412","2004M12","Euro","3.92"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200501","2005M01","Euro","3.918"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200502","2005M02","Euro","3.914"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200503","2005M03","Euro","3.919"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200504","2005M04","Euro","3.92"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200505","2005M05","Euro","3.922"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200506","2005M06","Euro","3.96"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200507","2005M07","Euro","3.989"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200508","2005M08","Euro","4"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200509","2005M09","Euro","4.014"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200510","2005M10","Euro","4.018"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200511","2005M11","Euro","4.013"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200512","2005M12","Euro","4.014"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200601","2006M01","Euro","4.016"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200602","2006M02","Euro","4.019"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200603","2006M03","Euro","4.022"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200604","2006M04","Euro","4.035"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200605","2006M05","Euro","4.057"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200606","2006M06","Euro","4.105"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200607","2006M07","Euro","4.123"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200608","2006M08","Euro","4.127"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200609","2006M09","Euro","4.141"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200610","2006M10","Euro","4.144"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200611","2006M11","Euro","4.149"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200612","2006M12","Euro","4.127"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200701","2007M01","Euro","4.136"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200702","2007M02","Euro","4.139"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200703","2007M03","Euro","4.19"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200704","2007M04","Euro","4.222"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200705","2007M05","Euro","4.236"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200706","2007M06","Euro","4.247"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200707","2007M07","Euro","4.255"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200708","2007M08","Euro","4.273"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200709","2007M09","Euro","4.272"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200710","2007M10","Euro","4.28"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200711","2007M11","Euro","4.285"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200712","2007M12","Euro","4.285"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200801","2008M01","Euro","4.279"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200802","2008M02","Euro","4.272"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200803","2008M03","Euro","4.345"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200804","2008M04","Euro","4.374"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200805","2008M05","Euro","4.404"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200806","2008M06","Euro","4.409"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200807","2008M07","Euro","4.404"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200808","2008M08","Euro","4.406"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200809","2008M09","Euro","4.402"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200810","2008M10","Euro","4.439"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200811","2008M11","Euro","4.495"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200812","2008M12","Euro","4.487"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200901","2009M01","Euro","4.492"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200902","2009M02","Euro","4.489"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200903","2009M03","Euro","4.491"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200904","2009M04","Euro","4.492"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200905","2009M05","Euro","4.497"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200906","2009M06","Euro","4.503"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200907","2009M07","Euro","4.505"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200908","2009M08","Euro","4.498"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200909","2009M09","Euro","4.502"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200910","2009M10","Euro","4.518"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200911","2009M11","Euro","4.51"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","200912","2009M12","Euro","4.498"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201001","2010M01","Euro","4.389"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201002","2010M02","Euro","4.388"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201003","2010M03","Euro","4.389"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201004","2010M04","Euro","4.385"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201005","2010M05","Euro","4.387"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201006","2010M06","Euro","4.389"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201007","2010M07","Euro","4.396"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201008","2010M08","Euro","4.379"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201009","2010M09","Euro","4.37"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201010","2010M10","Euro","4.365"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201011","2010M11","Euro","4.386"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201012","2010M12","Euro","4.422"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201101","2011M01","Euro","4.403"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201102","2011M02","Euro","4.385"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201103","2011M03","Euro","4.397"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201104","2011M04","Euro","4.394"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201105","2011M05","Euro","4.379"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201106","2011M06","Euro","4.375"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201107","2011M07","Euro","4.387"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201108","2011M08","Euro","4.385"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201109","2011M09","Euro","4.384"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201110","2011M10","Euro","4.379"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201111","2011M11","Euro","4.382"
"CPM04","National Average  Price","11980","Lager - bottled bar (330ml bottle)","201112","2011M12","Euro","4.324"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200112","2001M12","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200201","2002M01","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200202","2002M02","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200203","2002M03","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200204","2002M04","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200205","2002M05","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200206","2002M06","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200207","2002M07","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200208","2002M08","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200209","2002M09","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200210","2002M10","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200211","2002M11","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200212","2002M12","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200301","2003M01","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200302","2003M02","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200303","2003M03","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200304","2003M04","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200305","2003M05","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200306","2003M06","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200307","2003M07","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200308","2003M08","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200309","2003M09","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200310","2003M10","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200311","2003M11","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200312","2003M12","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200401","2004M01","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200402","2004M02","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200403","2004M03","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200404","2004M04","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200405","2004M05","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200406","2004M06","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200407","2004M07","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200408","2004M08","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200409","2004M09","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200410","2004M10","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200411","2004M11","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200412","2004M12","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200501","2005M01","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200502","2005M02","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200503","2005M03","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200504","2005M04","Euro",""
