"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02363V03422","Consumer Item","UNIT","VALUE"
"CPM12","National Average Price","202005","2020 May","12230","Whiskey - bar (single) per ½ glass","Euro",""
"CPM12","National Average Price","202005","2020 May","12240","Brandy - bar (single) per ½ glass","Euro",""
"CPM12","National Average Price","202005","2020 May","12250","Vodka - bar (single) per ½ glass","Euro",""
"CPM12","National Average Price","202005","2020 May","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","202005","2020 May","30180","Diesel per litre","Euro","1.233"
"CPM12","National Average Price","202005","2020 May","30190","Petrol - unleaded per litre","Euro","1.325"
"CPM12","National Average Price","202005","2020 May","30400","Cinema fee","Euro",""
"CPM12","National Average Price","202005","2020 May","30410","Nightclubs fee","Euro",""
"CPM12","National Average Price","202005","2020 May","30690","Gent's dry cut fee","Euro",""
"CPM12","National Average Price","202005","2020 May","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","202005","2020 May","30720","Ladies' wash, cut and blow dry fee","Euro",""
"CPM12","National Average Price","202006","2020 June","10020","White, self raising flour per 2 kg","Euro","2.151"
"CPM12","National Average Price","202006","2020 June","10030","Brown, wholemeal flour per 2 kg","Euro","2.792"
"CPM12","National Average Price","202006","2020 June","10040","Bread, white sliced pan, large (800g)","Euro","1.307"
"CPM12","National Average Price","202006","2020 June","10050","Bread, brown sliced pan, large (800g)","Euro","1.468"
"CPM12","National Average Price","202006","2020 June","10190","Spaghetti per 500g","Euro","1.039"
"CPM12","National Average Price","202006","2020 June","10280","Sirloin steak per kg","Euro","15.416"
"CPM12","National Average Price","202006","2020 June","10290","Striploin steak per kg","Euro","19.743"
"CPM12","National Average Price","202006","2020 June","10300","Roast beef - topside or rib per kg","Euro","13.953"
"CPM12","National Average Price","202006","2020 June","10310","Sliced / diced beef pieces per kg","Euro","9.688"
"CPM12","National Average Price","202006","2020 June","10320","Pork loin chops per kg","Euro","7.875"
"CPM12","National Average Price","202006","2020 June","10330","Pork steak per kg","Euro","8.336"
"CPM12","National Average Price","202006","2020 June","10340","Lamb - whole leg / half leg per kg","Euro","10.779"
"CPM12","National Average Price","202006","2020 June","10350","Lamb loin chops per kg","Euro","18.245"
"CPM12","National Average Price","202006","2020 June","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","202006","2020 June","10370","Uncooked chicken medium size 1.6kg","Euro","4.786"
"CPM12","National Average Price","202006","2020 June","10400","Lamb's liver per kg","Euro",""
"CPM12","National Average Price","202006","2020 June","10410","Ham fillet per kg","Euro","5.788"
"CPM12","National Average Price","202006","2020 June","10420","Cooked ham per kg","Euro","18.442"
"CPM12","National Average Price","202006","2020 June","10440","Best back rashers per kg","Euro","9.391"
"CPM12","National Average Price","202006","2020 June","10450","Pork sausages per kg","Euro","6.352"
"CPM12","National Average Price","202006","2020 June","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","202006","2020 June","10530","Fresh fillet of cod per kg","Euro","17.324"
"CPM12","National Average Price","202006","2020 June","10540","Fresh salmon per kg","Euro","21.872"
"CPM12","National Average Price","202006","2020 June","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","202006","2020 June","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","202006","2020 June","10590","Smoked salmon per kg","Euro","32.423"
"CPM12","National Average Price","202006","2020 June","10630","Full fat milk per 2 litre","Euro","1.687"
"CPM12","National Average Price","202006","2020 June","10640","Low fat milk per 1 litre","Euro","1.027"
"CPM12","National Average Price","202006","2020 June","10680","Irish cheddar per kg","Euro","8.76"
"CPM12","National Average Price","202006","2020 June","10730","Large eggs per half dozen","Euro","1.778"
"CPM12","National Average Price","202006","2020 June","10740","Medium eggs per half dozen","Euro","1.428"
"CPM12","National Average Price","202006","2020 June","10750","Butter per lb","Euro","3.012"
"CPM12","National Average Price","202006","2020 June","10840","Grapes per kg","Euro","4.995"
"CPM12","National Average Price","202006","2020 June","10850","Bananas per kg","Euro","1.336"
"CPM12","National Average Price","202006","2020 June","10910","Tomatoes per kg","Euro","3.204"
"CPM12","National Average Price","202006","2020 June","10920","Onions per kg","Euro","1.235"
"CPM12","National Average Price","202006","2020 June","10940","Broccoli per kg","Euro","2.673"
"CPM12","National Average Price","202006","2020 June","10950","Carrots per kg","Euro","1.153"
"CPM12","National Average Price","202006","2020 June","10960","Mushrooms per kg","Euro","3.612"
"CPM12","National Average Price","202006","2020 June","11040","Tomatoes tinned per 400g","Euro","0.86"
"CPM12","National Average Price","202006","2020 June","11090","Potatoes 2.5 kg","Euro","3.634"
"CPM12","National Average Price","202006","2020 June","11095","Potatoes 7.5 kg","Euro","6.161"
"CPM12","National Average Price","202006","2020 June","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","202006","2020 June","11150","White granulated sugar per 1 kg","Euro","1.142"
"CPM12","National Average Price","202006","2020 June","11160","Jam per lb","Euro","0.961"
"CPM12","National Average Price","202006","2020 June","11180","Marmalade per lb","Euro","1.877"
"CPM12","National Average Price","202006","2020 June","11570","Tea bags per 80","Euro","2.804"
"CPM12","National Average Price","202006","2020 June","11640","Orange juice per litre","Euro","1.377"
"CPM12","National Average Price","202006","2020 June","11680","Whiskey - take home (70cl bottle)","Euro","26.843"
"CPM12","National Average Price","202006","2020 June","11690","Brandy - take home (70cl bottle)","Euro","32.193"
"CPM12","National Average Price","202006","2020 June","11700","Vodka - take home (70cl bottle)","Euro","20.263"
"CPM12","National Average Price","202006","2020 June","11710","Cream liqueur - take home (70cl bottle)","Euro","16.944"
"CPM12","National Average Price","202006","2020 June","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202006","2020 June","11740","Cider - take home (50cl can)","Euro","2.232"
"CPM12","National Average Price","202006","2020 June","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202006","2020 June","11760","Lager - take home (50cl can)","Euro","1.97"
"CPM12","National Average Price","202006","2020 June","11780","Stout - take home (50cl can)","Euro","2.375"
"CPM12","National Average Price","202006","2020 June","11790","Filtered cigarettes per 20 pk","Euro","13.44"
"CPM12","National Average Price","202006","2020 June","12160","Stout - draught bar (1 pint)","Euro",""
"CPM12","National Average Price","202006","2020 June","12170","Lager - draught bar (1 pint)","Euro",""
"CPM12","National Average Price","202006","2020 June","12180","Lager - bar (33cl bottle)","Euro",""
"CPM12","National Average Price","202006","2020 June","12190","Cider - draught bar (1 pint)","Euro",""
"CPM12","National Average Price","202006","2020 June","12200","Ale - draught bar (1 pint)","Euro",""
"CPM12","National Average Price","202006","2020 June","12210","Cider - bar (33cl bottle)","Euro",""
"CPM12","National Average Price","202006","2020 June","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"CPM12","National Average Price","202006","2020 June","12230","Whiskey - bar (single) per ½ glass","Euro",""
"CPM12","National Average Price","202006","2020 June","12240","Brandy - bar (single) per ½ glass","Euro",""
"CPM12","National Average Price","202006","2020 June","12250","Vodka - bar (single) per ½ glass","Euro",""
"CPM12","National Average Price","202006","2020 June","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","202006","2020 June","30180","Diesel per litre","Euro","1.238"
"CPM12","National Average Price","202006","2020 June","30190","Petrol - unleaded per litre","Euro","1.338"
"CPM12","National Average Price","202006","2020 June","30400","Cinema fee","Euro",""
"CPM12","National Average Price","202006","2020 June","30410","Nightclubs fee","Euro",""
"CPM12","National Average Price","202006","2020 June","30690","Gent's dry cut fee","Euro",""
"CPM12","National Average Price","202006","2020 June","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","202006","2020 June","30720","Ladies' wash, cut and blow dry fee","Euro",""
"CPM12","National Average Price","202007","2020 July","10020","White, self raising flour per 2 kg","Euro","2.101"
"CPM12","National Average Price","202007","2020 July","10030","Brown, wholemeal flour per 2 kg","Euro","2.792"
"CPM12","National Average Price","202007","2020 July","10040","Bread, white sliced pan, large (800g)","Euro","1.305"
"CPM12","National Average Price","202007","2020 July","10050","Bread, brown sliced pan, large (800g)","Euro","1.467"
"CPM12","National Average Price","202007","2020 July","10190","Spaghetti per 500g","Euro","1.035"
"CPM12","National Average Price","202007","2020 July","10280","Sirloin steak per kg","Euro","14.994"
"CPM12","National Average Price","202007","2020 July","10290","Striploin steak per kg","Euro","19.403"
"CPM12","National Average Price","202007","2020 July","10300","Roast beef - topside or rib per kg","Euro","13.953"
"CPM12","National Average Price","202007","2020 July","10310","Sliced / diced beef pieces per kg","Euro","9.553"
"CPM12","National Average Price","202007","2020 July","10320","Pork loin chops per kg","Euro","7.875"
"CPM12","National Average Price","202007","2020 July","10330","Pork steak per kg","Euro","8.729"
"CPM12","National Average Price","202007","2020 July","10340","Lamb - whole leg / half leg per kg","Euro","12.67"
"CPM12","National Average Price","202007","2020 July","10350","Lamb loin chops per kg","Euro","17.688"
"CPM12","National Average Price","202007","2020 July","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","202007","2020 July","10370","Uncooked chicken medium size 1.6kg","Euro","4.72"
"CPM12","National Average Price","202007","2020 July","10400","Lamb's liver per kg","Euro",""
"CPM12","National Average Price","202007","2020 July","10410","Ham fillet per kg","Euro","5.725"
"CPM12","National Average Price","202007","2020 July","10420","Cooked ham per kg","Euro","17.985"
"CPM12","National Average Price","202007","2020 July","10440","Best back rashers per kg","Euro","9.427"
"CPM12","National Average Price","202007","2020 July","10450","Pork sausages per kg","Euro","6.237"
"CPM12","National Average Price","202007","2020 July","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","202007","2020 July","10530","Fresh fillet of cod per kg","Euro","17.324"
"CPM12","National Average Price","202007","2020 July","10540","Fresh salmon per kg","Euro","21.324"
"CPM12","National Average Price","202007","2020 July","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","202007","2020 July","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","202007","2020 July","10590","Smoked salmon per kg","Euro","31.872"
"CPM12","National Average Price","202007","2020 July","10630","Full fat milk per 2 litre","Euro","1.69"
"CPM12","National Average Price","202007","2020 July","10640","Low fat milk per 1 litre","Euro","1.026"
"CPM12","National Average Price","202007","2020 July","10680","Irish cheddar per kg","Euro","8.918"
"CPM12","National Average Price","202007","2020 July","10730","Large eggs per half dozen","Euro","1.781"
"CPM12","National Average Price","202007","2020 July","10740","Medium eggs per half dozen","Euro","1.431"
"CPM12","National Average Price","202007","2020 July","10750","Butter per lb","Euro","3.021"
"CPM12","National Average Price","202007","2020 July","10840","Grapes per kg","Euro","5.016"
"CPM12","National Average Price","202007","2020 July","10850","Bananas per kg","Euro","1.476"
"CPM12","National Average Price","202007","2020 July","10910","Tomatoes per kg","Euro","3.291"
"CPM12","National Average Price","202007","2020 July","10920","Onions per kg","Euro","1.215"
"CPM12","National Average Price","202007","2020 July","10940","Broccoli per kg","Euro","2.55"
"CPM12","National Average Price","202007","2020 July","10950","Carrots per kg","Euro","1.123"
"CPM12","National Average Price","202007","2020 July","10960","Mushrooms per kg","Euro","3.638"
"CPM12","National Average Price","202007","2020 July","11040","Tomatoes tinned per 400g","Euro","0.871"
"CPM12","National Average Price","202007","2020 July","11090","Potatoes 2.5 kg","Euro","3.546"
"CPM12","National Average Price","202007","2020 July","11095","Potatoes 7.5 kg","Euro","6.408"
"CPM12","National Average Price","202007","2020 July","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","202007","2020 July","11150","White granulated sugar per 1 kg","Euro","1.16"
"CPM12","National Average Price","202007","2020 July","11160","Jam per lb","Euro","0.933"
"CPM12","National Average Price","202007","2020 July","11180","Marmalade per lb","Euro","1.828"
"CPM12","National Average Price","202007","2020 July","11570","Tea bags per 80","Euro","2.782"
"CPM12","National Average Price","202007","2020 July","11640","Orange juice per litre","Euro","1.395"
"CPM12","National Average Price","202007","2020 July","11680","Whiskey - take home (70cl bottle)","Euro","27.702"
"CPM12","National Average Price","202007","2020 July","11690","Brandy - take home (70cl bottle)","Euro","32.208"
"CPM12","National Average Price","202007","2020 July","11700","Vodka - take home (70cl bottle)","Euro","20.439"
"CPM12","National Average Price","202007","2020 July","11710","Cream liqueur - take home (70cl bottle)","Euro","17.602"
"CPM12","National Average Price","202007","2020 July","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202007","2020 July","11740","Cider - take home (50cl can)","Euro","2.219"
"CPM12","National Average Price","202007","2020 July","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202007","2020 July","11760","Lager - take home (50cl can)","Euro","1.978"
"CPM12","National Average Price","202007","2020 July","11780","Stout - take home (50cl can)","Euro","2.347"
"CPM12","National Average Price","202007","2020 July","11790","Filtered cigarettes per 20 pk","Euro","13.528"
"CPM12","National Average Price","202007","2020 July","12160","Stout - draught bar (1 pint)","Euro","4.809"
"CPM12","National Average Price","202007","2020 July","12170","Lager - draught bar (1 pint)","Euro","5.211"
"CPM12","National Average Price","202007","2020 July","12180","Lager - bar (33cl bottle)","Euro","5.082"
"CPM12","National Average Price","202007","2020 July","12190","Cider - draught bar (1 pint)","Euro","5.336"
"CPM12","National Average Price","202007","2020 July","12200","Ale - draught bar (1 pint)","Euro","4.906"
"CPM12","National Average Price","202007","2020 July","12210","Cider - bar (33cl bottle)","Euro","5.251"
"CPM12","National Average Price","202007","2020 July","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.718"
"CPM12","National Average Price","202007","2020 July","12230","Whiskey - bar (single) per ½ glass","Euro","4.755"
"CPM12","National Average Price","202007","2020 July","12240","Brandy - bar (single) per ½ glass","Euro","5.089"
"CPM12","National Average Price","202007","2020 July","12250","Vodka - bar (single) per ½ glass","Euro","4.744"
"CPM12","National Average Price","202007","2020 July","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","202007","2020 July","30180","Diesel per litre","Euro","1.263"
"CPM12","National Average Price","202007","2020 July","30190","Petrol - unleaded per litre","Euro","1.367"
"CPM12","National Average Price","202007","2020 July","30400","Cinema fee","Euro",""
"CPM12","National Average Price","202007","2020 July","30410","Nightclubs fee","Euro",""
"CPM12","National Average Price","202007","2020 July","30690","Gent's dry cut fee","Euro","16.284"
"CPM12","National Average Price","202007","2020 July","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","202007","2020 July","30720","Ladies' wash, cut and blow dry fee","Euro","46.866"
"CPM12","National Average Price","202008","2020 August","10020","White, self raising flour per 2 kg","Euro","2.092"
"CPM12","National Average Price","202008","2020 August","10030","Brown, wholemeal flour per 2 kg","Euro","2.792"
"CPM12","National Average Price","202008","2020 August","10040","Bread, white sliced pan, large (800g)","Euro","1.314"
"CPM12","National Average Price","202008","2020 August","10050","Bread, brown sliced pan, large (800g)","Euro","1.468"
"CPM12","National Average Price","202008","2020 August","10190","Spaghetti per 500g","Euro","1.016"
"CPM12","National Average Price","202008","2020 August","10280","Sirloin steak per kg","Euro","14.994"
"CPM12","National Average Price","202008","2020 August","10290","Striploin steak per kg","Euro","19.911"
"CPM12","National Average Price","202008","2020 August","10300","Roast beef - topside or rib per kg","Euro","13.765"
"CPM12","National Average Price","202008","2020 August","10310","Sliced / diced beef pieces per kg","Euro","9.538"
"CPM12","National Average Price","202008","2020 August","10320","Pork loin chops per kg","Euro","7.875"
"CPM12","National Average Price","202008","2020 August","10330","Pork steak per kg","Euro","8.779"
"CPM12","National Average Price","202008","2020 August","10340","Lamb - whole leg / half leg per kg","Euro","12.67"
"CPM12","National Average Price","202008","2020 August","10350","Lamb loin chops per kg","Euro","17.951"
"CPM12","National Average Price","202008","2020 August","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","202008","2020 August","10370","Uncooked chicken medium size 1.6kg","Euro","4.637"
"CPM12","National Average Price","202008","2020 August","10400","Lamb's liver per kg","Euro",""
"CPM12","National Average Price","202008","2020 August","10410","Ham fillet per kg","Euro","5.781"
"CPM12","National Average Price","202008","2020 August","10420","Cooked ham per kg","Euro","18.135"
"CPM12","National Average Price","202008","2020 August","10440","Best back rashers per kg","Euro","9.416"
"CPM12","National Average Price","202008","2020 August","10450","Pork sausages per kg","Euro","6.351"
"CPM12","National Average Price","202008","2020 August","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","202008","2020 August","10530","Fresh fillet of cod per kg","Euro","17.212"
"CPM12","National Average Price","202008","2020 August","10540","Fresh salmon per kg","Euro","21.378"
"CPM12","National Average Price","202008","2020 August","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","202008","2020 August","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","202008","2020 August","10590","Smoked salmon per kg","Euro","31.99"
"CPM12","National Average Price","202008","2020 August","10630","Full fat milk per 2 litre","Euro","1.69"
"CPM12","National Average Price","202008","2020 August","10640","Low fat milk per 1 litre","Euro","1.025"
"CPM12","National Average Price","202008","2020 August","10680","Irish cheddar per kg","Euro","8.883"
"CPM12","National Average Price","202008","2020 August","10730","Large eggs per half dozen","Euro","1.783"
"CPM12","National Average Price","202008","2020 August","10740","Medium eggs per half dozen","Euro","1.431"
"CPM12","National Average Price","202008","2020 August","10750","Butter per lb","Euro","3.075"
"CPM12","National Average Price","202008","2020 August","10840","Grapes per kg","Euro","4.976"
"CPM12","National Average Price","202008","2020 August","10850","Bananas per kg","Euro","1.377"
"CPM12","National Average Price","202008","2020 August","10910","Tomatoes per kg","Euro","3.23"
"CPM12","National Average Price","202008","2020 August","10920","Onions per kg","Euro","1.199"
"CPM12","National Average Price","202008","2020 August","10940","Broccoli per kg","Euro","2.609"
"CPM12","National Average Price","202008","2020 August","10950","Carrots per kg","Euro","1.123"
"CPM12","National Average Price","202008","2020 August","10960","Mushrooms per kg","Euro","3.593"
"CPM12","National Average Price","202008","2020 August","11040","Tomatoes tinned per 400g","Euro","0.85"
"CPM12","National Average Price","202008","2020 August","11090","Potatoes 2.5 kg","Euro","3.615"
"CPM12","National Average Price","202008","2020 August","11095","Potatoes 7.5 kg","Euro","6.414"
"CPM12","National Average Price","202008","2020 August","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","202008","2020 August","11150","White granulated sugar per 1 kg","Euro","1.16"
"CPM12","National Average Price","202008","2020 August","11160","Jam per lb","Euro","0.945"
"CPM12","National Average Price","202008","2020 August","11180","Marmalade per lb","Euro","1.823"
"CPM12","National Average Price","202008","2020 August","11570","Tea bags per 80","Euro","2.756"
"CPM12","National Average Price","202008","2020 August","11640","Orange juice per litre","Euro","1.37"
"CPM12","National Average Price","202008","2020 August","11680","Whiskey - take home (70cl bottle)","Euro","26.541"
"CPM12","National Average Price","202008","2020 August","11690","Brandy - take home (70cl bottle)","Euro","33.344"
"CPM12","National Average Price","202008","2020 August","11700","Vodka - take home (70cl bottle)","Euro","20.393"
"CPM12","National Average Price","202008","2020 August","11710","Cream liqueur - take home (70cl bottle)","Euro","18.242"
"CPM12","National Average Price","202008","2020 August","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202008","2020 August","11740","Cider - take home (50cl can)","Euro","2.205"
"CPM12","National Average Price","202008","2020 August","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202008","2020 August","11760","Lager - take home (50cl can)","Euro","1.959"
"CPM12","National Average Price","202008","2020 August","11780","Stout - take home (50cl can)","Euro","2.376"
"CPM12","National Average Price","202008","2020 August","11790","Filtered cigarettes per 20 pk","Euro","13.479"
"CPM12","National Average Price","202008","2020 August","12160","Stout - draught bar (1 pint)","Euro","4.827"
"CPM12","National Average Price","202008","2020 August","12170","Lager - draught bar (1 pint)","Euro","5.204"
"CPM12","National Average Price","202008","2020 August","12180","Lager - bar (33cl bottle)","Euro","5.075"
"CPM12","National Average Price","202008","2020 August","12190","Cider - draught bar (1 pint)","Euro","5.337"
"CPM12","National Average Price","202008","2020 August","12200","Ale - draught bar (1 pint)","Euro","4.907"
"CPM12","National Average Price","202008","2020 August","12210","Cider - bar (33cl bottle)","Euro","5.29"
"CPM12","National Average Price","202008","2020 August","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.728"
"CPM12","National Average Price","202008","2020 August","12230","Whiskey - bar (single) per ½ glass","Euro","4.768"
"CPM12","National Average Price","202008","2020 August","12240","Brandy - bar (single) per ½ glass","Euro","5.095"
"CPM12","National Average Price","202008","2020 August","12250","Vodka - bar (single) per ½ glass","Euro","4.759"
"CPM12","National Average Price","202008","2020 August","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","202008","2020 August","30180","Diesel per litre","Euro","1.267"
"CPM12","National Average Price","202008","2020 August","30190","Petrol - unleaded per litre","Euro","1.374"
"CPM12","National Average Price","202008","2020 August","30400","Cinema fee","Euro",""
"CPM12","National Average Price","202008","2020 August","30410","Nightclubs fee","Euro",""
"CPM12","National Average Price","202008","2020 August","30690","Gent's dry cut fee","Euro","16.433"
"CPM12","National Average Price","202008","2020 August","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","202008","2020 August","30720","Ladies' wash, cut and blow dry fee","Euro","46.802"
"CPM12","National Average Price","202009","2020 September","10020","White, self raising flour per 2 kg","Euro","1.989"
"CPM12","National Average Price","202009","2020 September","10030","Brown, wholemeal flour per 2 kg","Euro","2.792"
"CPM12","National Average Price","202009","2020 September","10040","Bread, white sliced pan, large (800g)","Euro","1.281"
"CPM12","National Average Price","202009","2020 September","10050","Bread, brown sliced pan, large (800g)","Euro","1.415"
"CPM12","National Average Price","202009","2020 September","10190","Spaghetti per 500g","Euro","0.997"
"CPM12","National Average Price","202009","2020 September","10280","Sirloin steak per kg","Euro","14.891"
"CPM12","National Average Price","202009","2020 September","10290","Striploin steak per kg","Euro","19.911"
"CPM12","National Average Price","202009","2020 September","10300","Roast beef - topside or rib per kg","Euro","12.332"
"CPM12","National Average Price","202009","2020 September","10310","Sliced / diced beef pieces per kg","Euro","9.517"
"CPM12","National Average Price","202009","2020 September","10320","Pork loin chops per kg","Euro","7.875"
"CPM12","National Average Price","202009","2020 September","10330","Pork steak per kg","Euro","8.779"
"CPM12","National Average Price","202009","2020 September","10340","Lamb - whole leg / half leg per kg","Euro","12.67"
"CPM12","National Average Price","202009","2020 September","10350","Lamb loin chops per kg","Euro","18.035"
"CPM12","National Average Price","202009","2020 September","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","202009","2020 September","10370","Uncooked chicken medium size 1.6kg","Euro","4.645"
"CPM12","National Average Price","202009","2020 September","10400","Lamb's liver per kg","Euro",""
"CPM12","National Average Price","202009","2020 September","10410","Ham fillet per kg","Euro","5.788"
"CPM12","National Average Price","202009","2020 September","10420","Cooked ham per kg","Euro","18.095"
"CPM12","National Average Price","202009","2020 September","10440","Best back rashers per kg","Euro","9.439"
"CPM12","National Average Price","202009","2020 September","10450","Pork sausages per kg","Euro","6.402"
"CPM12","National Average Price","202009","2020 September","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","202009","2020 September","10530","Fresh fillet of cod per kg","Euro","16.513"
"CPM12","National Average Price","202009","2020 September","10540","Fresh salmon per kg","Euro","21.336"
"CPM12","National Average Price","202009","2020 September","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","202009","2020 September","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","202009","2020 September","10590","Smoked salmon per kg","Euro","31.761"
"CPM12","National Average Price","202009","2020 September","10630","Full fat milk per 2 litre","Euro","1.69"
"CPM12","National Average Price","202009","2020 September","10640","Low fat milk per 1 litre","Euro","1.023"
"CPM12","National Average Price","202009","2020 September","10680","Irish cheddar per kg","Euro","8.771"
"CPM12","National Average Price","202009","2020 September","10730","Large eggs per half dozen","Euro","1.78"
"CPM12","National Average Price","202009","2020 September","10740","Medium eggs per half dozen","Euro","1.428"
"CPM12","National Average Price","202009","2020 September","10750","Butter per lb","Euro","3.018"
"CPM12","National Average Price","202009","2020 September","10840","Grapes per kg","Euro","5.027"
"CPM12","National Average Price","202009","2020 September","10850","Bananas per kg","Euro","1.408"
"CPM12","National Average Price","202009","2020 September","10910","Tomatoes per kg","Euro","3.302"
"CPM12","National Average Price","202009","2020 September","10920","Onions per kg","Euro","1.191"
"CPM12","National Average Price","202009","2020 September","10940","Broccoli per kg","Euro","2.613"
"CPM12","National Average Price","202009","2020 September","10950","Carrots per kg","Euro","1.123"
"CPM12","National Average Price","202009","2020 September","10960","Mushrooms per kg","Euro","3.607"
"CPM12","National Average Price","202009","2020 September","11040","Tomatoes tinned per 400g","Euro","0.839"
"CPM12","National Average Price","202009","2020 September","11090","Potatoes 2.5 kg","Euro","3.52"
"CPM12","National Average Price","202009","2020 September","11095","Potatoes 7.5 kg","Euro","6.439"
"CPM12","National Average Price","202009","2020 September","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","202009","2020 September","11150","White granulated sugar per 1 kg","Euro","1.16"
"CPM12","National Average Price","202009","2020 September","11160","Jam per lb","Euro","0.958"
"CPM12","National Average Price","202009","2020 September","11180","Marmalade per lb","Euro","1.898"
"CPM12","National Average Price","202009","2020 September","11570","Tea bags per 80","Euro","2.733"
"CPM12","National Average Price","202009","2020 September","11640","Orange juice per litre","Euro","1.364"
"CPM12","National Average Price","202009","2020 September","11680","Whiskey - take home (70cl bottle)","Euro","26.011"
"CPM12","National Average Price","202009","2020 September","11690","Brandy - take home (70cl bottle)","Euro","32.621"
"CPM12","National Average Price","202009","2020 September","11700","Vodka - take home (70cl bottle)","Euro","19.61"
"CPM12","National Average Price","202009","2020 September","11710","Cream liqueur - take home (70cl bottle)","Euro","17.627"
"CPM12","National Average Price","202009","2020 September","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202009","2020 September","11740","Cider - take home (50cl can)","Euro","2.292"
"CPM12","National Average Price","202009","2020 September","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","202009","2020 September","11760","Lager - take home (50cl can)","Euro","1.917"
"CPM12","National Average Price","202009","2020 September","11780","Stout - take home (50cl can)","Euro","2.345"
"CPM12","National Average Price","202009","2020 September","11790","Filtered cigarettes per 20 pk","Euro","13.234"
"CPM12","National Average Price","202009","2020 September","12160","Stout - draught bar (1 pint)","Euro","4.938"
"CPM12","National Average Price","202009","2020 September","12170","Lager - draught bar (1 pint)","Euro","5.211"
"CPM12","National Average Price","202009","2020 September","12180","Lager - bar (33cl bottle)","Euro","5.119"
"CPM12","National Average Price","202009","2020 September","12190","Cider - draught bar (1 pint)","Euro","5.338"
"CPM12","National Average Price","202009","2020 September","12200","Ale - draught bar (1 pint)","Euro","5"
"CPM12","National Average Price","202009","2020 September","12210","Cider - bar (33cl bottle)","Euro","5.31"
"CPM12","National Average Price","202009","2020 September","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.695"
"CPM12","National Average Price","202009","2020 September","12230","Whiskey - bar (single) per ½ glass","Euro","4.827"
"CPM12","National Average Price","202009","2020 September","12240","Brandy - bar (single) per ½ glass","Euro","5.126"
"CPM12","National Average Price","202009","2020 September","12250","Vodka - bar (single) per ½ glass","Euro","4.83"
"CPM12","National Average Price","202009","2020 September","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","202009","2020 September","30180","Diesel per litre","Euro","1.254"
"CPM12","National Average Price","202009","2020 September","30190","Petrol - unleaded per litre","Euro","1.364"
"CPM12","National Average Price","202009","2020 September","30400","Cinema fee","Euro","9.963"
"CPM12","National Average Price","202009","2020 September","30410","Nightclubs fee","Euro",""
"CPM12","National Average Price","202009","2020 September","30690","Gent's dry cut fee","Euro","16.556"
"CPM12","National Average Price","202009","2020 September","30700","Gent's wash, cut, and blow dry fee","Euro",""
